|name         |surname   |date_of_birth|
|Leone        |De Angelis|1978-10-14   |
|Liborio      |Gatti     |1978-10-12   |
|Luce         |Barone    |1978-10-11   |
|Bibiana      |Grassi    |1978-10-09   |
|Loredana     |Gatti     |1978-10-08   |
|Maika        |Russo     |1978-10-07   |
|Carmelo      |Coppola   |1978-10-06   |
|Isabel       |Gatti     |1978-10-04   |
|Marvin       |Fabbri    |1978-10-03   |
|Dylan        |Martino   |1978-09-26   |
|Anselmo      |Giuliani  |1978-09-26   |
|Alessandro   |Rossi     |1978-09-26   |
|Nayade       |Moretti   |1978-09-26   |
|Cristyn      |Rossetti  |1978-09-21   |
|Damiano      |Rossi     |1978-09-21   |
|Mietta       |Vitale    |1978-09-19   |
|Maggiore     |Coppola   |1978-09-16   |
|Santo        |Longo     |1978-09-16   |
|Oretta       |De rosa   |1978-09-13   |
|Arduino      |Valentini |1978-09-12   |
|Fatima       |Grassi    |1978-09-12   |
|Ione         |Ricci     |1978-09-07   |
|Demian       |Giordano  |1978-08-25   |
|Nathan       |Rizzi     |1978-08-24   |
|Diamante     |Fontana   |1978-08-24   |
|Aaron        |De Santis |1978-08-21   |
|Davis        |Benedetti |1978-08-15   |
|Ileana       |Martino   |1978-08-14   |
|Concetta     |Basile    |1978-08-14   |
|Egisto       |Mazza     |1978-08-11   |
|Abramo       |Ferri     |1978-08-09   |
|Patrizio     |D'angelo  |1978-08-07   |
|Benedetta    |Messina   |1978-08-06   |
|Marcella     |Barbieri  |1978-08-06   |
|Rebecca      |Colombo   |1978-08-06   |
|Ione         |Bianco    |1978-08-01   |
|Maria        |Conte     |1978-07-23   |
|Alessio      |Giuliani  |1978-07-22   |
|Rebecca      |Costa     |1978-07-20   |
|Santo        |Parisi    |1978-07-19   |
|Alessio      |Silvestri |1978-07-15   |
|Lidia        |Gallo     |1978-07-11   |
|Manfredi     |Sorrentino|1978-06-30   |
|Secondo      |Fontana   |1978-06-27   |
|Gastone      |Fiore     |1978-06-26   |
|Clea         |Romano    |1978-06-23   |
|Pietro       |Battaglia |1978-06-19   |
|Cosetta      |Milani    |1978-06-16   |
|Tommaso      |Ferraro   |1978-06-10   |
|Elda         |Sala      |1978-06-03   |
|Sasha        |Bianco    |1978-05-29   |
|Sebastian    |Grasso    |1978-05-28   |
|Michele      |Carbone   |1978-05-26   |
|Boris        |Bianchi   |1978-05-24   |
|Nicoletta    |Negri     |1978-05-19   |
|Thea         |Ferretti  |1978-05-19   |
|Shaira       |Mancini   |1978-05-17   |
|Ortensia     |Pagano    |1978-05-17   |
|Emilia       |Conte     |1978-05-17   |
|Mirko        |Rossi     |1978-05-16   |
|Marina       |Fabbri    |1978-05-15   |
|Demi         |Palmieri  |1978-05-14   |
|Tristano     |Mazza     |1978-05-14   |
|Giacinto     |Mariani   |1978-05-08   |
|Germano      |Fontana   |1978-05-07   |
|Cesidia      |Messina   |1978-05-05   |
|Genziana     |Amato     |1978-05-05   |
|Clodovea     |Pellegrino|1978-05-04   |
|Fabio        |Lombardi  |1978-05-02   |
|Enzo         |Caputo    |1978-05-01   |
|Giacinta     |Martino   |1978-04-29   |
|Elga         |Giuliani  |1978-04-25   |
|Muzio        |Caruso    |1978-04-25   |
|Flavio       |Milani    |1978-04-18   |
|Kayla        |Giordano  |1978-04-16   |
|Cirino       |Rossetti  |1978-04-15   |
|Joseph       |Lombardi  |1978-04-14   |
|Alan         |Bellini   |1978-04-12   |
|Gregorio     |Ricci     |1978-04-11   |
|Lazzaro      |Grasso    |1978-04-11   |
|Nadir        |Marchetti |1978-04-10   |
|Manfredi     |De Angelis|1978-04-10   |
|Mariagiulia  |Marchetti |1978-04-10   |
|Rosolino     |Donati    |1978-04-09   |
|Jack         |Cattaneo  |1978-04-07   |
|Armando      |Montanari |1978-03-29   |
|Walter       |Battaglia |1978-03-27   |
|Giulietta    |De rosa   |1978-03-27   |
|Maika        |Fontana   |1978-03-24   |
|Giacinta     |Negri     |1978-03-23   |
|Doriana      |Benedetti |1978-03-22   |
|Modesto      |Benedetti |1978-03-18   |
|Folco        |Piras     |1978-03-16   |
|Miriana      |Orlando   |1978-03-15   |
|Fatima       |Pellegrino|1978-03-14   |
|Hector       |Donati    |1978-03-09   |
|Irene        |De rosa   |1978-03-08   |
|Mirco        |Fontana   |1978-03-08   |
|Luna         |Parisi    |1978-03-07   |
|Erminia      |Giuliani  |1978-03-06   |
|Tosca        |Gentile   |1978-03-06   |
|Sabatino     |Rinaldi   |1978-03-05   |
|Miriam       |Giordano  |1978-02-16   |
|Gianmarco    |Fontana   |1978-02-16   |
|Miriana      |Benedetti |1978-02-06   |
|Lucia        |Ruggiero  |1978-02-05   |
|Evita        |Martinelli|1978-01-18   |
|Vera         |Pellegrini|1978-01-17   |
|Guendalina   |Damico    |1978-01-13   |
|Patrizio     |Sanna     |1978-01-11   |
|Maruska      |De Angelis|1978-01-09   |
|Tancredi     |Grassi    |1978-01-06   |
|Rosalba      |Palmieri  |1978-01-04   |
|Timothy      |Barbieri  |1978-01-03   |
|Sue ellen    |Carbone   |1978-01-03   |
|Augusto      |Marini    |1978-01-03   |
|Fulvio       |Villa     |1977-12-31   |
|Lino         |Milani    |1977-12-31   |
|Gelsomina    |Morelli   |1977-12-26   |
|Flaviana     |Orlando   |1977-12-24   |
|Nestore      |Testa     |1977-12-21   |
|Elsa         |Lombardo  |1977-12-21   |
|Claudia      |Marini    |1977-12-19   |
|Diamante     |Longo     |1977-12-16   |
|Ferdinando   |Parisi    |1977-12-12   |
|Rosalba      |Gallo     |1977-12-11   |
|Luce         |Gatti     |1977-12-11   |
|Maria        |Ricci     |1977-12-10   |
|Nunzia       |Orlando   |1977-12-09   |
|Lidia        |Guerra    |1977-12-08   |
|Iacopo       |Romano    |1977-12-08   |
|Emilia       |Ricci     |1977-12-04   |
|Tolomeo      |Palumbo   |1977-11-26   |
|Leone        |Fiore     |1977-11-25   |
|Shaira       |Carbone   |1977-11-24   |
|Davis        |Marchetti |1977-11-23   |
|Noemi        |Rossetti  |1977-11-21   |
|Celeste      |Ruggiero  |1977-11-18   |
|Selvaggia    |Morelli   |1977-11-18   |
|Neri         |Riva      |1977-11-16   |
|Pierfrancesco|Longo     |1977-11-11   |
|Manfredi     |Bruno     |1977-11-09   |
|Bacchisio    |Russo     |1977-11-04   |
|Edvige       |Sorrentino|1977-10-30   |
|Gilda        |De Santis |1977-10-26   |
|Kristel      |Pagano    |1977-10-25   |
|Primo        |Mariani   |1977-10-24   |
|Jacopo       |Battaglia |1977-10-23   |
|Rosita       |Rizzo     |1977-10-21   |
|Lucrezia     |Sala      |1977-10-20   |
|Shaira       |Messina   |1977-10-20   |
|Jole         |De Santis |1977-10-19   |
|Doriana      |Longo     |1977-10-17   |
|Elsa         |Milani    |1977-10-16   |
|Lauro        |Rossetti  |1977-10-15   |
|Rufo         |Bianchi   |1977-10-15   |
|Jole         |Longo     |1977-10-09   |
|Raoul        |Longo     |1977-10-08   |
|Nazzareno    |Martino   |1977-10-06   |
|Costantino   |Giuliani  |1977-10-04   |
|Morgana      |Serra     |1977-09-29   |
|Ursula       |Sala      |1977-09-28   |
|Filomena     |Pagano    |1977-09-28   |
|Gerlando     |De Angelis|1977-09-27   |
|Ivonne       |Moretti   |1977-09-27   |
|Ortensia     |Gentile   |1977-09-27   |
|Marcella     |De Santis |1977-09-27   |
|Ian          |Marini    |1977-09-25   |
|Omar         |Negri     |1977-09-25   |
|Concetta     |Parisi    |1977-09-21   |
|Fatima       |Leone     |1977-09-21   |
|Selvaggia    |Sanna     |1977-09-20   |
|Olimpia      |D'angelo  |1977-09-16   |
|Cleopatra    |Morelli   |1977-09-15   |
|Nick         |Mancini   |1977-09-09   |
|Dante        |Leone     |1977-09-07   |
|Dylan        |Ferrara   |1977-09-07   |
|Ippolito     |D'amico   |1977-09-06   |
|Violante     |Damico    |1977-09-04   |
|Domiziano    |Conti     |1977-09-02   |
|Alessio      |Leone     |1977-08-28   |
|Luna         |Morelli   |1977-08-26   |
|Lisa         |Neri      |1977-08-25   |
|Emanuel      |Serra     |1977-08-16   |
|Nicoletta    |Barone    |1977-08-10   |
|Diamante     |Ferrari   |1977-08-09   |
|Ubaldo       |D'angelo  |1977-08-07   |
|Lia          |Fiore     |1977-08-04   |
|Cassiopea    |Valentini |1977-08-03   |
|Tosca        |Russo     |1977-08-03   |
|Bibiana      |Costa     |1977-07-29   |
|Ariel        |Mancini   |1977-07-29   |
|Marzio       |Battaglia |1977-07-27   |
|Arturo       |Marino    |1977-07-25   |
|Jarno        |Giordano  |1977-07-22   |
|Matteo       |De Angelis|1977-07-21   |
|Giorgio      |Grasso    |1977-07-21   |
|Graziano     |Bellini   |1977-07-21   |
|Jack         |Monti     |1977-07-13   |
|Vinicio      |Donati    |1977-07-10   |
|Diamante     |Testa     |1977-07-06   |
|Assia        |Riva      |1977-07-06   |
|Piccarda     |Longo     |1977-07-04   |
|Marino       |Greco     |1977-07-03   |
|Lisa         |Montanari |1977-07-01   |
|Emanuel      |Rizzo     |1977-06-30   |
|Deborah      |Farina    |1977-06-25   |
|Enrica       |Fontana   |1977-06-23   |
|Cleopatra    |Sartori   |1977-06-23   |
|Lino         |Leone     |1977-06-19   |
|Miriana      |Serra     |1977-06-19   |
|Filomena     |Palumbo   |1977-06-19   |
|Secondo      |Pellegrini|1977-06-17   |
|Kai          |Coppola   |1977-06-16   |
|Mariano      |Grasso    |1977-06-13   |
|Siro         |Conti     |1977-06-11   |
|Artes        |Marini    |1977-06-09   |
|Filomena     |Pagano    |1977-06-06   |
|Quasimodo    |De rosa   |1977-06-05   |
|Maika        |Martini   |1977-06-04   |
|Quasimodo    |De Angelis|1977-06-03   |
|Artemide     |Ferri     |1977-06-02   |
|Ione         |Marchetti |1977-05-30   |
|Morgana      |Gentile   |1977-05-28   |
|Timoteo      |Lombardi  |1977-05-26   |
|Selvaggia    |D'angelo  |1977-05-26   |
|Clea         |Coppola   |1977-05-25   |
|Timothy      |Battaglia |1977-05-20   |
|Sabatino     |Messina   |1977-05-19   |
|Penelope     |Serra     |1977-05-16   |
|Ione         |Battaglia |1977-05-13   |
|Ethan        |Basile    |1977-05-11   |
|Alan         |Sartori   |1977-05-10   |
|Antonino     |Sorrentino|1977-05-09   |
|Giuliano     |Piras     |1977-05-07   |
|Marieva      |Grasso    |1977-05-02   |
|Iacopo       |Riva      |1977-04-29   |
|Damiana      |Marini    |1977-04-28   |
|Mirco        |Messina   |1977-04-27   |
|Ivonne       |Pagano    |1977-04-27   |
|Ione         |Rinaldi   |1977-04-26   |
|Ortensia     |Grasso    |1977-04-26   |
|Thea         |Mariani   |1977-04-25   |
|Giovanna     |Coppola   |1977-04-24   |
|Ruth         |Conti     |1977-04-20   |
|Ethan        |Russo     |1977-04-20   |
|Antonio      |Martini   |1977-04-19   |
|Gelsomina    |Conti     |1977-04-12   |
|Vitalba      |Pellegrini|1977-04-11   |
|Noemi        |Sorrentino|1977-04-07   |
|Emilia       |Gentile   |1977-04-01   |
|Lucia        |Carbone   |1977-03-31   |
|Felicia      |Coppola   |1977-03-27   |
|Jack         |Esposito  |1977-03-25   |
|Leone        |Vitale    |1977-03-21   |
|Noah         |Santoro   |1977-03-19   |
|Giobbe       |Fiore     |1977-03-19   |
|Renzo        |Messina   |1977-03-12   |
|Eufemia      |De rosa   |1977-03-12   |
|Ippolito     |Bernardi  |1977-03-12   |
|Egidio       |Sala      |1977-03-11   |
|Matteo       |Villa     |1977-03-07   |
|Marina       |Greco     |1977-03-05   |
|Marcella     |Testa     |1977-03-02   |
|Marino       |Galli     |1977-02-27   |
|Serse        |Palmieri  |1977-02-26   |
|Claudia      |Gatti     |1977-02-25   |
|Vera         |Battaglia |1977-02-23   |
|Silverio     |Negri     |1977-02-22   |
|Prisca       |Fiore     |1977-02-21   |
|Alessio      |Vitali    |1977-02-18   |
|Pablo        |Rizzi     |1977-02-17   |
|Caio         |Martini   |1977-02-11   |
|Helga        |Fiore     |1977-02-10   |
|Fatima       |Barone    |1977-02-07   |
|Alighieri    |Galli     |1977-02-05   |
|Bacchisio    |Romano    |1977-02-01   |
|Radio        |Rinaldi   |1977-01-30   |
|Benedetta    |Caputo    |1977-01-29   |
|Enrica       |Coppola   |1977-01-26   |
|Ione         |Conte     |1977-01-26   |
|Ileana       |Bernardi  |1977-01-22   |
|Enrica       |Esposito  |1977-01-20   |
|Albino       |Negri     |1977-01-19   |
|Nunzia       |Mazza     |1977-01-15   |
|Evita        |Rizzo     |1977-01-14   |
|Alighieri    |Pellegrino|1977-01-14   |
|Michael      |Palumbo   |1977-01-09   |
|Elsa         |Lombardi  |1977-01-06   |
|Priamo       |Fiore     |1977-01-04   |
|Olimpia      |Moretti   |1977-01-03   |
|Secondo      |Ferri     |1977-01-01   |
|Italo        |Morelli   |1976-12-27   |
|Elsa         |D'angelo  |1976-12-22   |
|Cosetta      |Grassi    |1976-12-19   |
|Fatima       |Mazza     |1976-12-18   |
|Matilde      |Ferri     |1976-12-12   |
|Ulrico       |Bianco    |1976-12-12   |
|Miriam       |Gallo     |1976-12-12   |
|Jarno        |Negri     |1976-12-08   |
|Maika        |Caruso    |1976-12-08   |
|Evangelista  |Barbieri  |1976-12-07   |
|Ulrico       |Mariani   |1976-12-06   |
|Moreno       |Leone     |1976-12-02   |
|Helga        |Lombardo  |1976-12-01   |
|Elsa         |Sartori   |1976-11-30   |
|Kayla        |Bruno     |1976-11-29   |
|Serse        |Cattaneo  |1976-11-28   |
|Michele      |Montanari |1976-11-26   |
|Enrica       |Silvestri |1976-11-26   |
|Antonino     |Caruso    |1976-11-17   |
|Alessandro   |Pagano    |1976-11-16   |
|Ione         |Mancini   |1976-11-01   |
|Enrica       |Colombo   |1976-11-01   |
|Thea         |Longo     |1976-10-31   |
|Emilia       |Ferrari   |1976-10-31   |
|Noel         |Caruso    |1976-10-22   |
|Odino        |Moretti   |1976-10-20   |
|Piccarda     |Grasso    |1976-10-18   |
|Caio         |Giordano  |1976-10-14   |
|Vitalba      |Romano    |1976-10-09   |
|Gastone      |Martino   |1976-10-08   |
|Ingrid       |Leone     |1976-10-06   |
|Sarita       |Russo     |1976-10-04   |
|Michele      |Villa     |1976-10-03   |
|Selvaggia    |Montanari |1976-10-02   |
|Gianantonio  |Greco     |1976-09-29   |
|Samira       |Caputo    |1976-09-25   |
|Monia        |Fontana   |1976-09-24   |
|Maika        |Bruno     |1976-09-22   |
|Alberto      |De luca   |1976-09-20   |
|Donatella    |Marchetti |1976-09-06   |
|Lisa         |Grasso    |1976-09-05   |
|Jack         |Romano    |1976-09-05   |
|Donatella    |Neri      |1976-09-04   |
|Xavier       |Rizzo     |1976-09-02   |
|Ortensia     |Bruno     |1976-08-22   |
|Sabino       |Gallo     |1976-08-21   |
|Guido        |Conti     |1976-08-20   |
|Abramo       |Piras     |1976-08-18   |
|Sarita       |De Angelis|1976-08-17   |
|Maristella   |Fiore     |1976-08-16   |
|Edipo        |Caruso    |1976-08-15   |
|Tazio        |Serra     |1976-08-13   |
|Kayla        |Parisi    |1976-08-11   |
|Nazzareno    |Sorrentino|1976-08-09   |
|Marzio       |Martinelli|1976-08-09   |
|Diana        |Giuliani  |1976-08-06   |
|Rocco        |Fabbri    |1976-08-04   |
|Elsa         |Barbieri  |1976-08-03   |
|Dante        |Grasso    |1976-08-03   |
|Gianmarco    |Guerra    |1976-08-03   |
|Clodovea     |Mazza     |1976-08-02   |
|Aaron        |Barbieri  |1976-07-29   |
|Boris        |D'angelo  |1976-07-26   |
|Noemi        |Guerra    |1976-07-26   |
|Concetta     |Marini    |1976-07-26   |
|Elga         |Longo     |1976-07-26   |
|Guendalina   |Riva      |1976-07-24   |
|Sasha        |Monti     |1976-07-18   |
|Armando      |Benedetti |1976-07-17   |
|Clea         |Grassi    |1976-07-14   |
|Marieva      |Gatti     |1976-07-13   |
|Samira       |Messina   |1976-07-12   |
|Pablo        |Galli     |1976-07-10   |
|Liborio      |Ricci     |1976-07-08   |
|Fatima       |Rizzi     |1976-07-02   |
|Tolomeo      |Fontana   |1976-07-01   |
|Damiana      |Bernardi  |1976-06-29   |
|Jelena       |Gatti     |1976-06-29   |
|Anastasio    |Palumbo   |1976-06-28   |
|Ciro         |Bernardi  |1976-06-26   |
|Max          |Milani    |1976-06-25   |
|Rodolfo      |Villa     |1976-06-24   |
|Eusebio      |Donati    |1976-06-20   |
|Kayla        |Damico    |1976-06-20   |
|Helga        |Ferrara   |1976-06-18   |
|Osea         |Martino   |1976-06-17   |
|Monia        |Negri     |1976-06-17   |
|Miriam       |Rizzo     |1976-06-15   |
|Artemide     |Sorrentino|1976-06-14   |
|Battista     |Silvestri |1976-06-11   |
|Demian       |Carbone   |1976-06-08   |
|Augusto      |Milani    |1976-06-05   |
|Tommaso      |Palumbo   |1976-06-04   |
|Olimpia      |Conte     |1976-06-03   |
|Rosalba      |Santoro   |1976-05-31   |
|Cosetta      |Esposito  |1976-05-28   |
|Laerte       |Russo     |1976-05-27   |
|Matilde      |Martino   |1976-05-25   |
|Adriano      |Martino   |1976-05-19   |
|Elga         |Guerra    |1976-05-18   |
|Cristyn      |Riva      |1976-05-17   |
|Rosaria      |Ricci     |1976-05-15   |
|Ubaldo       |Piras     |1976-05-15   |
|Secondo      |Barbieri  |1976-05-15   |
|Giacinta     |Sartori   |1976-05-10   |
|Max          |Martino   |1976-05-09   |
|Helga        |Sanna     |1976-05-09   |
|Marianita    |Rizzi     |1976-05-09   |
|Diamante     |Ferraro   |1976-05-08   |
|Nayade       |Colombo   |1976-05-05   |
|Fatima       |Sala      |1976-05-04   |
|Amos         |Donati    |1976-05-04   |
|Cira         |De Angelis|1976-05-03   |
|Graziano     |Longo     |1976-04-29   |
|Sasha        |Ferri     |1976-04-29   |
|Marzio       |Rizzi     |1976-04-28   |
|Nick         |Sartori   |1976-04-26   |
|Zelida       |Mariani   |1976-04-18   |
|Mauro        |Gentile   |1976-04-17   |
|Rebecca      |Rizzo     |1976-04-15   |
|Muzio        |Esposito  |1976-04-15   |
|Michael      |Pellegrini|1976-04-15   |
|Giacinta     |Donati    |1976-04-07   |
|Sibilla      |D'angelo  |1976-04-03   |
|Gastone      |Longo     |1976-03-28   |
|Arduino      |De Angelis|1976-03-28   |
|Rocco        |Vitale    |1976-03-27   |
|Clea         |Pellegrino|1976-03-24   |
|Quirino      |Grasso    |1976-03-21   |
|Guendalina   |Bellini   |1976-03-20   |
|Vania        |Battaglia |1976-03-18   |
|Kai          |Santoro   |1976-03-17   |
|Rosaria      |Martini   |1976-03-16   |
|Augusto      |Bruno     |1976-03-15   |
|Cosetta      |Ferrari   |1976-03-14   |
|Arduino      |Valentini |1976-03-14   |
|Boris        |Serra     |1976-03-13   |
|Marina       |Marchetti |1976-03-10   |
|Grazia       |Sanna     |1976-03-10   |
|Gaetano      |Barbieri  |1976-03-10   |
|Emilia       |Villa     |1976-03-09   |
|Thea         |Palmieri  |1976-03-07   |
|Arturo       |Palmieri  |1976-03-06   |
|Rebecca      |Riva      |1976-03-03   |
|Amos         |Fontana   |1976-03-01   |
|Loris        |Negri     |1976-03-01   |
|Antonino     |Bianchi   |1976-02-29   |
|Jarno        |D'angelo  |1976-02-28   |
|Cristyn      |Battaglia |1976-02-22   |
|Manfredi     |Moretti   |1976-02-20   |
|Sibilla      |Marino    |1976-02-20   |
|Sabatino     |Pellegrino|1976-02-20   |
|Giacobbe     |Ferrari   |1976-02-19   |
|Ione         |Pellegrino|1976-02-17   |
|Raoul        |Donati    |1976-02-14   |
|Giacinto     |Bianco    |1976-02-13   |
|Mercedes     |Vitale    |1976-02-13   |
|Ferdinando   |Leone     |1976-02-12   |
|Guendalina   |Martino   |1976-02-12   |
|Ciro         |Testa     |1976-02-09   |
|Matilde      |Rizzi     |1976-02-09   |
|Anastasio    |Carbone   |1976-02-08   |
|Pietro       |Ferri     |1976-02-03   |
|Giuliano     |Farina    |1976-02-01   |
|Eustachio    |Marchetti |1976-01-26   |
|Audenico     |Negri     |1976-01-26   |
|Concetta     |Palmieri  |1976-01-23   |
|Carlo        |Amato     |1976-01-22   |
|Odino        |Martini   |1976-01-18   |
|Gerlando     |Pellegrini|1976-01-18   |
|Rosolino     |De Santis |1976-01-13   |
|Eusebio      |Pagano    |1976-01-10   |
|Loredana     |Monti     |1976-01-08   |
|Selvaggia    |Gatti     |1976-01-07   |
|Claudia      |Valentini |1976-01-07   |
|Arturo       |Parisi    |1976-01-07   |
|Romeo        |Rossetti  |1976-01-06   |
|Matilde      |Palmieri  |1975-12-28   |
|Egisto       |Ferrari   |1975-12-22   |
|Laerte       |Coppola   |1975-12-22   |
|Marcella     |Ferri     |1975-12-19   |
|Raoul        |Caruso    |1975-12-16   |
|Serse        |Rinaldi   |1975-12-12   |
|Morgana      |De luca   |1975-12-11   |
|Laura        |Santoro   |1975-12-09   |
|Prisca       |Greco     |1975-12-05   |
|Silverio     |Montanari |1975-12-05   |
|Muzio        |Fiore     |1975-12-04   |
|Violante     |Conte     |1975-12-01   |
|Flaviana     |Greco     |1975-11-30   |
|Diamante     |Rossi     |1975-11-29   |
|Tosca        |Ferraro   |1975-11-28   |
|Lamberto     |Neri      |1975-11-27   |
|Felicia      |Farina    |1975-11-23   |
|Gianmarco    |Moretti   |1975-11-23   |
|Audenico     |Conti     |1975-11-17   |
|Domiziano    |Conte     |1975-11-16   |
|Lamberto     |Moretti   |1975-11-11   |
|Felicia      |Serra     |1975-11-11   |
|Rudy         |Marchetti |1975-11-09   |
|Giorgio      |Caruso    |1975-11-07   |
|Grazia       |Carbone   |1975-11-02   |
|Fiorentino   |Bianco    |1975-10-31   |
|Thea         |Benedetti |1975-10-30   |
|Demian       |Martini   |1975-10-30   |
|Marianita    |Coppola   |1975-10-29   |
|Ian          |Mariani   |1975-10-24   |
|Quasimodo    |Bianchi   |1975-10-23   |
|Quasimodo    |Bruno     |1975-10-23   |
|Caio         |Rizzi     |1975-10-20   |
|Jack         |Caruso    |1975-10-20   |
|Caligola     |Rizzo     |1975-10-11   |
|Monia        |Giordano  |1975-10-10   |
|Xavier       |Grassi    |1975-10-10   |
|Mariagiulia  |Marchetti |1975-10-07   |
|Ethan        |Farina    |1975-10-06   |
|Laura        |Ferrari   |1975-10-05   |
|Oretta       |Fontana   |1975-10-05   |
|Xavier       |Fontana   |1975-09-30   |
|Helga        |Bernardi  |1975-09-29   |
|Modesto      |Piras     |1975-09-24   |
|Tosca        |Guerra    |1975-09-24   |
|Gelsomina    |De rosa   |1975-09-24   |
|Sabino       |Ricci     |1975-09-20   |
|Michele      |Ferri     |1975-09-17   |
|Zelida       |Mazza     |1975-09-17   |
|Muzio        |Marino    |1975-09-16   |
|Joannes      |Fontana   |1975-09-15   |
|Marino       |D'angelo  |1975-09-15   |
|Raniero      |Costa     |1975-09-13   |
|Loredana     |Orlando   |1975-09-12   |
|Vania        |Rizzo     |1975-09-09   |
|Lucrezia     |Moretti   |1975-09-08   |
|Cleopatra    |Neri      |1975-09-06   |
|Sarita       |Carbone   |1975-09-04   |
|Vinicio      |Riva      |1975-09-03   |
|Walter       |Palumbo   |1975-09-02   |
|Mauro        |Pagano    |1975-09-01   |
|Valdo        |Vitali    |1975-08-24   |
|Marieva      |Piras     |1975-08-23   |
|Giordano     |Orlando   |1975-08-20   |
|Trevis       |Ferrara   |1975-08-19   |
|Rocco        |Mariani   |1975-08-19   |
|Vinicio      |Conte     |1975-08-18   |
|Noemi        |Palumbo   |1975-08-17   |
|Damiano      |Martino   |1975-08-17   |
|Luna         |Morelli   |1975-08-09   |
|Monia        |Pagano    |1975-08-08   |
|Maika        |Greco     |1975-08-08   |
|Samuel       |Martinelli|1975-08-04   |
|Clea         |Carbone   |1975-08-02   |
|Filomena     |Vitali    |1975-07-28   |
|Maristella   |Galli     |1975-07-25   |
|Fiorenzo     |De rosa   |1975-07-17   |
|Amedeo       |Parisi    |1975-07-17   |
|Rosita       |Carbone   |1975-07-14   |
|Donatella    |Martini   |1975-07-09   |
|Giobbe       |Marchetti |1975-07-05   |
|Lisa         |Basile    |1975-07-05   |
|Carmela      |Fontana   |1975-07-02   |
|Kristel      |Vitali    |1975-06-30   |
|Mauro        |Orlando   |1975-06-30   |
|Enrica       |Fontana   |1975-06-29   |
|Cassiopea    |Neri      |1975-06-28   |
|Mariapia     |Martini   |1975-06-23   |
|Flaviana     |Farina    |1975-06-20   |
|Jelena       |Milani    |1975-06-20   |
|Miriana      |D'angelo  |1975-06-20   |
|Amedeo       |Fiore     |1975-06-15   |
|Olo          |Gatti     |1975-06-15   |
|Ippolito     |Ricci     |1975-06-12   |
|Sarita       |Mariani   |1975-06-10   |
|Costantino   |Rossi     |1975-06-10   |
|Iacopo       |Pagano    |1975-06-09   |
|Zelida       |Caputo    |1975-06-07   |
|Iacopo       |Gatti     |1975-06-07   |
|Joannes      |Morelli   |1975-05-31   |
|Lucrezia     |Messina   |1975-05-26   |
|Mariano      |Orlando   |1975-05-23   |
|Flaviana     |Serra     |1975-05-20   |
|Jelena       |Rossetti  |1975-05-12   |
|Rocco        |Martino   |1975-05-11   |
|Quarto       |Bianco    |1975-05-10   |
|Amedeo       |Ferrari   |1975-05-07   |
|Zelida       |Sorrentino|1975-05-06   |
|Lisa         |Orlando   |1975-05-06   |
|Danthon      |Piras     |1975-05-03   |
|Sue ellen    |Milani    |1975-05-02   |
|Anselmo      |Pellegrini|1975-05-01   |
|Giacinta     |Pellegrini|1975-05-01   |
|Mariapia     |Mazza     |1975-04-29   |
|Demi         |Ricci     |1975-04-29   |
|Monia        |Sartori   |1975-04-27   |
|Eufemia      |Guerra    |1975-04-26   |
|Romeo        |Rossetti  |1975-04-26   |
|Sarita       |Pagano    |1975-04-25   |
|Vienna       |Sorrentino|1975-04-24   |
|Antonino     |Rinaldi   |1975-04-24   |
|Mariapia     |Messina   |1975-04-23   |
|Mauro        |Conte     |1975-04-17   |
|Luce         |Rinaldi   |1975-04-15   |
|Joshua       |Lombardo  |1975-04-13   |
|Benedetta    |Lombardo  |1975-04-11   |
|Mariapia     |Farina    |1975-04-05   |
|Marieva      |Gallo     |1975-04-05   |
|Yago         |Longo     |1975-04-04   |
|Edilio       |Caruso    |1975-04-03   |
|Claudia      |Milani    |1975-04-01   |
|Joshua       |Amato     |1975-03-30   |
|Soriana      |Guerra    |1975-03-27   |
|Tazio        |Ferraro   |1975-03-26   |
|Rebecca      |Villa     |1975-03-24   |
|Gregorio     |Pellegrini|1975-03-23   |
|Gastone      |Grassi    |1975-03-22   |
|Pacifico     |Grassi    |1975-03-22   |
|Demis        |Palmieri  |1975-03-21   |
|Fernando     |Rizzo     |1975-03-19   |
|Noel         |Messina   |1975-03-18   |
|Laura        |Marini    |1975-03-17   |
|Edilio       |Basile    |1975-03-16   |
|Jole         |Ricci     |1975-03-15   |
|Rudy         |Grasso    |1975-03-13   |
|Luna         |Pellegrino|1975-03-12   |
|Demian       |Monti     |1975-03-11   |
|Concetta     |Fontana   |1975-03-11   |
|Piccarda     |Sorrentino|1975-03-08   |
|Damiana      |Monti     |1975-03-08   |
|Ilario       |Testa     |1975-03-06   |
|Isabel       |Costantini|1975-03-06   |
|Matilde      |Piras     |1975-03-06   |
|Eusebio      |D'angelo  |1975-03-03   |
|Cesidia      |Vitale    |1975-03-02   |
|Demian       |Vitale    |1975-03-02   |
|Cleopatra    |Greco     |1975-02-25   |
|Nunzia       |Caputo    |1975-02-19   |
|Gianleonardo |Bernardi  |1975-02-16   |
|Luce         |Pellegrino|1975-02-15   |
|Rudy         |Greco     |1975-02-06   |
|Jarno        |Romano    |1975-02-05   |
|Rocco        |Conte     |1975-02-05   |
|Emanuel      |Sorrentino|1975-02-05   |
|Mirko        |Costantini|1975-02-04   |
